filename;sample_name;up_pos;length;width;height;weight;density;moe;mor;invalid;pre_peak_displ;post_peak_displ;pre_peak_cls;post_peak_cls;quality_cropped;quality;knot_healthy;knot_dead;knot_cluster;rot;blue_stain;grain;pitch pocket;pith;crack;bark;wane;borehole;reaction wood;yellowish;split 
2024_08_27-S9.12.1.bmp;S9.12;1;;98.2;29.5;;;9.596754441;57.30777329;;2.119986057;13.24001026;0;1;;1;;;;;;;;;;;;;;;test
2024_08_27-S9.12.2.bmp;S9.12;0;563;98.2;29.5;720.6;0.000441827;9.596754441;57.30777329;;2.119986057;13.24001026;0;1;;2;;1;;;;;;;;;;;;;test
2024_08_27-S9.13.1.bmp;S9.13;1;;99;29.4;;;7.679603411;61.96832275;;11.15999651;3.301584244;2;1;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.13.2.bmp;S9.13;0;563;99;29.4;650.6;0.00039703;7.679603411;61.96832275;;11.15999651;3.301584244;2;1;;2;1;;;;;;;;;;;;;;train
2024_08_27-S9.14.1.bmp;S9.14;1;;98.8;29.5;;;8.960289941;67.83308047;;13.09998417;0;2;0;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.14.2.bmp;S9.14;0;559;98.8;29.5;649.7;0.00039877;8.960289941;67.83308047;;13.09998417;0;2;0;;2;;;;;;;;1;;;;;;;train
2024_08_27-S9.15.1.bmp;S9.15;1;;99.1;29.4;;;8.110803143;58.77212703;;6.020010948;3.640949249;1;1;;1;;;;;;;;;;;;;;;test
2024_08_27-S9.15.2.bmp;S9.15;0;563;99.1;29.4;669.5;0.000408151;8.110803143;58.77212703;;6.020010948;3.640949249;1;1;;3;1;;;;;;;;;;;;;;test
2024_08_27-S9.2.1.bmp;S9.2;1;;99.1;29.4;;;8.367401923;53.69799679;;3.941405296;0.020051003;1;0;;1;;;;;;;;;;;;;;;test
2024_08_27-S9.2.2.bmp;S9.2;0;562;99.1;29.4;672.8;0.000410893;8.367401923;53.69799679;;3.941405296;0.020051003;1;0;;2;1;;;;;;;;;;;;;;test
2024_08_27-S9.3.1.bmp;S9.3;1;;99.1;29.4;;;8.04616649;65.1869888;;11.30000448;0.020055771;2;0;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.3.2.bmp;S9.3;0;562;99.1;29.4;677.2;0.00041358;8.04616649;65.1869888;;11.30000448;0.020055771;2;0;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.5.1.bmp;S9.5;1;;98.9;29.5;;;8.272888148;56.00499956;;5.460006237;4.340010643;1;1;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.5.2.bmp;S9.5;0;561;98.9;29.5;644.9;0.000394014;8.272888148;56.00499956;;5.460006237;4.340010643;1;1;;3;;;;1;;;;;1;;;;;;train
2024_08_27-S9.6.1.bmp;S9.6;1;;98.6;29.6;;;7.053755845;43.39280723;;1.30001688;1.119995117;0;0;;3;;;;1;;1;;;;;;;;;train
2024_08_27-S9.6.2.bmp;S9.6;0;561;98.6;29.6;668.9;0.000408535;7.053755845;43.39280723;;1.30001688;1.119995117;0;0;;3;;;;;;1;;;;;;;;;train
2024_08_27-S9.7.1.bmp;S9.7;1;;99.1;29.4;;;6.921576633;43.48843413;;3.799993992;4.079996109;0;1;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.7.2.bmp;S9.7;0;563;99.1;29.4;682;0.000415772;6.921576633;43.48843413;;3.799993992;4.079996109;0;1;;3;1;;;;;;;;;;;;;;train
2024_08_27-S9.8.1.bmp;S9.8;0;561;98.4;29.6;645.3;0.000394923;8.66119572;59.99743375;;5.941811085;0.700016975;1;0;;1;;;;;;;;;;;;;;;train
2024_08_27-S9.8.2.bmp;S9.8;1;;98.4;29.6;;;8.66119572;59.99743375;;5.941811085;0.700016975;1;0;;2;1;1;;;;;;;;;;;;;train
2024_08_27-S9.9.1.bmp;S9.9;0;562;99;29.7;613.5;0.000371267;6.556568298;53.60309079;;6.701000214;0;1;0;;3;;;;;;1;;;;;;;;;train
2024_08_27-S9.9.2.bmp;S9.9;1;;99;29.7;;;6.556568298;53.60309079;;6.701000214;0;1;0;;1;;;;;;;;;;;;;;;train
2024_08_29-A1.1.1.bmp;A1.1;0;565;100.3;30;783;0.000460565;7.4020936;36.30062693;;0;5.799996853;0;1;;1;;;;;;;;;;;;;;;test
2024_08_29-A1.1.2.bmp;A1.1;1;;100.3;30;;;7.4020936;36.30062693;;0;5.799996853;0;1;;3;;;;;;;;;1;;;;;;test
2024_08_29-A1.10.1.bmp;A1.10;0;564;100.2;30;736;0.00043412;9.661454543;72.53415532;;11.79998159;2.118715286;2;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.10.2.bmp;A1.10;1;;100.2;30;;;9.661454543;72.53415532;;11.79998159;2.118715286;2;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.11.1.bmp;A1.11;1;;100.5;30;;;9.373682804;64.19953941;;3.879986763;4.899997711;0;1;;2;1;;;;;;;;;;;;;;train
2024_08_29-A1.11.2.bmp;A1.11;0;560;100.5;30;755;0.000447169;9.373682804;64.19953941;;3.879986763;4.899997711;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.12.1.bmp;A1.12;0;562;100.3;29.8;814;0.000484586;8.647121951;59.71892175;;4.421826839;0.159998894;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.12.2.bmp;A1.12;1;;100.3;29.8;;;8.647121951;59.71892175;;4.421826839;0.159998894;1;0;;3;1;;;;;;;;;;;;;;train
2024_08_29-A1.13.1.bmp;A1.13;1;;100.4;30;;;7.903495545;60.1120907;;4.280004025;0.040017128;1;0;;3;;;;1;;1;;;;;;;;;train
2024_08_29-A1.13.2.bmp;A1.13;0;562;100.4;30;777;0.000459018;7.903495545;60.1120907;;4.280004025;0.040017128;1;0;;3;;;;1;;1;;;;;;;;;train
2024_08_29-A1.14.1.bmp;A1.14;0;559;100.2;29.6;831;0.000501222;9.919880124;61.95601929;;3.899991989;12.64001656;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.14.2.bmp;A1.14;1;;100.2;29.6;;;9.919880124;61.95601929;;3.899991989;12.64001656;0;1;2;3;;;;;;;;;1;;;;;;train
2024_08_29-A1.15.1.bmp;A1.15;0;563;100.6;29.9;747;0.000441106;9.233115756;56.03603299;;1.999993801;1.028700829;0;0;;3;;;;1;;;;;;;;;;;test
2024_08_29-A1.15.2.bmp;A1.15;1;;100.6;29.9;;;9.233115756;56.03603299;;1.999993801;1.028700829;0;0;;3;;;;1;;;;;;;;;;;test
2024_08_29-A1.16.1.bmp;A1.16;0;566;100.6;30;772;0.000451941;8.242424027;55.41583021;;4.120220661;5.579985619;1;1;;3;;;;1;;;;;;;;;;;test
2024_08_29-A1.16.2.bmp;A1.16;1;;100.6;30;;;8.242424027;55.41583021;;4.120220661;5.579985619;1;1;;3;;;;1;;;;;;;;;;;test
2024_08_29-A1.17.1.bmp;A1.17;0;564;100.7;29.7;786;0.00046597;9.670977176;70.53646488;;1.620006561;6.490096092;0;1;1;2;1;;;;;;;;;;;;;;train
2024_08_29-A1.17.2.bmp;A1.17;1;;100.7;29.7;;;9.670977176;70.53646488;;1.620006561;6.490096092;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.18.1.bmp;A1.18;1;;100.7;29.9;;;8.614470941;46.09719743;;0.839999199;3.360012054;0;1;;3;;;;1;;;;;1;;;;;;train
2024_08_29-A1.18.2.bmp;A1.18;0;563;100.7;29.9;761;0.000448927;8.614470941;46.09719743;;0.839999199;3.360012054;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.19.1.bmp;A1.19;0;564;100.4;30;702;0.000413241;5.333632282;20.68005809;;1.939985752;6.057717323;0;1;;3;;;;;;;;;;1;;;;;train
2024_08_29-A1.19.2.bmp;A1.19;1;;100.4;30;;;5.333632282;20.68005809;;1.939985752;6.057717323;0;1;;2;;1;;;;;;;;;;;;;train
2024_08_29-A1.2.1.bmp;A1.2;0;571;100.4;30;688;0.000400034;7.11330982;47.08704246;;4.319999218;0.040040016;1;0;;2;;1;;;1;;;;;;;;;;train
2024_08_29-A1.2.2.bmp;A1.2;1;;100.4;30;;;7.11330982;47.08704246;;4.319999218;0.040040016;1;0;;3;;;;;;;;;;;1;;;;train
2024_08_29-A1.20.1.bmp;A1.20;1;;100.3;29.4;;;9.239409179;67.17226626;;8.939997673;0.619998932;2;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A1.20.2.bmp;A1.20;0;563;100.3;29.4;796;0.000479464;9.239409179;67.17226626;;8.939997673;0.619998932;2;0;;2;;;;;;;1;;;;;;;;train
2024_08_29-A1.4.1.bmp;A1.4;0;564;100.6;29.9;670;0.000394936;6.392839471;40.15928043;;1.060011864;0;0;0;;2;1;;;;;;;;;;;;;;train
2024_08_29-A1.4.2.bmp;A1.4;1;;100.6;29.9;;;6.392839471;40.15928043;;1.060011864;0;0;0;2;3;;;;;;;;;;1;;;;;train
2024_08_29-A1.5.1.bmp;A1.5;1;;100.2;29.7;;;8.504036198;67.64893552;;11.22001123;2.619972229;2;1;1;2;;;;;;;1;;;;;;;;train
2024_08_29-A1.5.2.bmp;A1.5;0;562;100.2;29.7;691;0.000413159;8.504036198;67.64893552;;11.22001123;2.619972229;2;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.6.1.bmp;A1.6;1;;100.8;30;;;4.809019292;31.10494704;;3.180001259;0.059994698;0;0;;3;;;1;;;1;;;;;;;;;train
2024_08_29-A1.6.2.bmp;A1.6;0;564;100.8;30;796;0.000466715;4.809019292;31.10494704;;3.180001259;0.059994698;0;0;;3;;;;;;1;;;1;;;;1;;train
2024_08_29-A1.7.1.bmp;A1.7;0;563;100.7;29.8;606;0.000358689;7.293995468;53.38210563;;7.780003071;2.960772514;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A1.7.2.bmp;A1.7;1;;100.7;29.8;;;7.293995468;53.38210563;;7.780003071;2.960772514;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A1.8.1.bmp;A1.8;0;568;100.1;29.6;730;0.000433759;10.00364078;76.07940772;;12.27998734;2.028556824;2;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.8.2.bmp;A1.8;1;;100.1;29.6;;;10.00364078;76.07940772;;12.27998734;2.028556824;2;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A1.9.1.bmp;A1.9;1;;100.4;29.9;;;6.957505787;40.30538159;;0;0.860032082;0;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A1.9.2.bmp;A1.9;0;561;100.4;29.9;719;0.000426934;6.957505787;40.30538159;;0;0.860032082;0;0;;3;;;;;;;;;;;;;1;;train
2024_08_29-A2.1.1.bmp;A2.1;0;563;100.3;29.9;717;0.000424657;8.892630586;69.45846018;;8.69999218;1.048112869;2;0;1;2;;;;;;;1;;;;;;;;train
2024_08_29-A2.1.2.bmp;A2.1;1;;100.3;29.9;;;8.892630586;69.45846018;;8.69999218;1.048112869;2;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.10.1.bmp;A2.10;0;564;100.1;30;805;0.000475293;7.841971836;32.13706216;;4.760004044;8.281894684;1;1;;1;;;;;;;;;;;;;;;train
2024_08_29-A2.10.2.bmp;A2.10;1;;100.1;30;;;7.841971836;32.13706216;;4.760004044;8.281894684;1;1;;3;1;1;;;;;;;;;;;;;train
2024_08_29-A2.11.1.bmp;A2.11;0;562;100.2;30;865;0.000512025;6.141457014;28.60317938;;0;0.040007591;0;0;;3;;;;;;;;;;1;;;;;train
2024_08_29-A2.11.2.bmp;A2.11;1;;100.2;30;;;6.141457014;28.60317938;;0;0.040007591;0;0;;3;;;;;;1;;;;1;;;1;;train
2024_08_29-A2.12.1.bmp;A2.12;0;563;100.1;29.5;895;0.000538342;7.284513127;46.60198476;;4.240002632;4.840072632;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.12.2.bmp;A2.12;1;;100.1;29.5;;;7.284513127;46.60198476;;4.240002632;4.840072632;1;1;;2;1;1;;;;;;;;;;;;;train
2024_08_29-A2.13.1.bmp;A2.13;1;;100.4;30;;;9.515764006;66.05210992;;4.479986668;0.020076752;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.13.2.bmp;A2.13;0;561;100.4;30;754;0.000446225;9.515764006;66.05210992;;4.479986668;0.020076752;1;0;;3;1;;;;;;;;;;;;;;train
2024_08_29-A2.14.1.bmp;A2.14;0;562;100.4;30;748;0.000441886;8.461449262;58.90461105;;7.299997807;4.260016441;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.14.2.bmp;A2.14;1;;100.4;30;;;8.461449262;58.90461105;;7.299997807;4.260016441;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.15.1.bmp;A2.15;0;566;100.3;29.8;792;0.000468157;6.766456144;33.78057142;;3.740008354;3.299994469;0;1;;3;1;;;;;;1;;;;;;;;train
2024_08_29-A2.15.2.bmp;A2.15;1;;100.3;29.8;;;6.766456144;33.78057142;;3.740008354;3.299994469;0;1;;2;;;;;1;;1;;;;;;;;train
2024_08_29-A2.16.1.bmp;A2.16;1;;100.1;29.9;;;9.759700223;71.06223264;;7.139989376;0.712304115;1;0;;3;;;;1;;;;;;;;;;;test
2024_08_29-A2.16.2.bmp;A2.16;0;564;100.1;29.9;864;0.000511834;9.759700223;71.06223264;;7.139989376;0.712304115;1;0;;1;;;;;;;;;;;;;;;test
2024_08_29-A2.17.1.bmp;A2.17;0;562;100.1;30.1;742;0.000438195;8.451923974;60.38836044;;5.480019569;3.111750603;1;1;;2;;;;;;;1;;;;;;;;train
2024_08_29-A2.17.2.bmp;A2.17;1;;100.1;30.1;;;8.451923974;60.38836044;;5.480019569;3.111750603;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.18.1.bmp;A2.18;1;;100.4;29.9;;;7.810969701;65.50557553;;11.13999081;1.439998627;2;0;;3;1;;;;;;;;;;;;;;train
2024_08_29-A2.18.2.bmp;A2.18;0;561;100.4;29.9;768;0.00045603;7.810969701;65.50557553;;11.13999081;1.439998627;2;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.19.1.bmp;A2.19;0;565;100.4;29.5;824;0.000492406;8.023575731;61.0189268;;9.820013523;0;2;0;2;3;;;;;;;;;1;;;;;;train
2024_08_29-A2.19.2.bmp;A2.19;1;;100.4;29.5;;;8.023575731;61.0189268;;9.820013523;0;2;0;;3;1;;;;;;;;1;;;;;;train
2024_08_29-A2.2.1.bmp;A2.2;1;;100.6;29.9;;;7.91436718;49.31715109;;3.140020847;4.488688469;0;1;;2;;1;;;;;;;;;;;;;train
2024_08_29-A2.2.2.bmp;A2.2;0;560;100.6;29.9;718;0.000426253;7.91436718;49.31715109;;3.140020847;4.488688469;0;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A2.20.1.bmp;A2.20;0;565;100.1;30;797;0.000469737;6.704895225;47.22139189;;4.581823349;2.280000687;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A2.20.2.bmp;A2.20;1;;100.1;30;;;6.704895225;47.22139189;;4.581823349;2.280000687;1;1;;3;1;;;;;;;;1;;;;;;train
2024_08_29-A2.3.1.bmp;A2.3;0;562;100.4;29.8;725;0.000431173;3.915952501;24.43459229;;5.360002518;0.820038795;1;0;;3;;;;;;1;;;1;;;;1;;train
2024_08_29-A2.3.2.bmp;A2.3;1;;100.4;29.8;;;3.915952501;24.43459229;;5.360002518;0.820038795;1;0;;3;1;;;;;1;;;;;;;1;;train
2024_08_29-A2.4.1.bmp;A2.4;0;563;100;30;879;0.000520426;9.020579221;67.02714355;;6.819991112;2.540018082;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.4.2.bmp;A2.4;1;;100;30;;;9.020579221;67.02714355;;6.819991112;2.540018082;1;1;;2;;1;;;;;;;;;;;;;train
2024_08_29-A2.5.1.bmp;A2.5;1;;100;29.8;;;8.961875143;64.60539921;;5.95998764;1.620519638;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.5.2.bmp;A2.5;0;560;100;29.8;764;0.000457814;8.961875143;64.60539921;;5.95998764;1.620519638;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.6.1.bmp;A2.6;0;564;100.5;30.1;790;0.000463037;8.91081778;64.05753613;;5.519990444;3.899995804;1;1;;3;1;;;1;;;;;;;;;;;train
2024_08_29-A2.6.2.bmp;A2.6;1;;100.5;30.1;;;8.91081778;64.05753613;;5.519990444;3.899995804;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.7.1.bmp;A2.7;1;;100.8;30;;;7.534812353;47.78139145;;2.82002449;1.439998627;0;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.7.2.bmp;A2.7;0;569;100.8;30;764;0.000444017;7.534812353;47.78139145;;2.82002449;1.439998627;0;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.8.1.bmp;A2.8;0;563;100.6;29.9;781;0.000461183;8.400442986;52.25387617;;5.381016254;0.012295723;1;0;;2;1;;;;;;;;;;;;;;train
2024_08_29-A2.8.2.bmp;A2.8;1;;100.6;29.9;;;8.400442986;52.25387617;;5.381016254;0.012295723;1;0;;3;1;;;;;;;;;;;;;;train
2024_08_29-A2.9.1.bmp;A2.9;0;563;100.7;29.8;785;0.000464639;10.3169515;71.45294482;;7.939982891;6.493905067;1;1;1;3;;;;1;;;;;;;;;;;train
2024_08_29-A2.9.2.bmp;A2.9;1;;100.7;29.8;;;10.3169515;71.45294482;;7.939982891;6.493905067;1;1;;1;;;;;;;;;;;;;;;train
2024_08_29-A3.1.1.bmp;A3.1;0;561;100.1;29.9;804;0.000478837;8.924753339;71.69796118;;8.094577789;0;1;0;;2;;;;;1;;;;;;;;;;train
2024_08_29-A3.1.2.bmp;A3.1;1;;100.1;29.9;;;8.924753339;71.69796118;;8.094577789;0;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A3.10.1.bmp;A3.10;1;;100.2;30.1;;;5.115450971;36.48778943;;1.460010529;0;0;0;;3;;;;;;;;;1;;;;1;;train
2024_08_29-A3.10.2.bmp;A3.10;0;567;100.2;30.1;654;0.000382438;5.115450971;36.48778943;;1.460010529;0;0;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.11.1.bmp;A3.11;1;;100.5;30;;;7.467543002;51.56065364;;2.120014668;0;0;0;1;3;;;;;;;;;1;;1;;;;test
2024_08_29-A3.11.2.bmp;A3.11;0;563;100.5;30;780;0.000459514;7.467543002;51.56065364;;2.120014668;0;0;0;;3;;;;;;;;;1;;;;;;test
2024_08_29-A3.12.1.bmp;A3.12;0;563;100.2;29.2;772;0.00046866;8.918088458;65.00591035;;5.219993591;0.780014992;1;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.12.2.bmp;A3.12;1;;100.2;29.2;;;8.918088458;65.00591035;;5.219993591;0.780014992;1;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.13.1.bmp;A3.13;1;;100.4;30.1;;;8.199241478;57.63395156;;5.259995461;0.880009651;1;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.13.2.bmp;A3.13;0;564;100.4;30.1;770;0.000451764;8.199241478;57.63395156;;5.259995461;0.880009651;1;0;;2;1;;;;;;;;;;;;;;train
2024_08_29-A3.14.1.bmp;A3.14;0;564;100.4;29.8;791;0.000468757;4.884385359;33.28120256;;0;0;0;0;;3;;;;;;1;;;;;;;1;;train
2024_08_29-A3.14.2.bmp;A3.14;1;;100.4;29.8;;;4.884385359;33.28120256;;0;0;0;0;;3;;;;;;1;;;1;;;;1;;train
2024_08_29-A3.15.1.bmp;A3.15;0;563;100.1;30;790;0.000467265;8.986046765;57.27839543;;3.520003319;3.10001564;0;1;;2;1;;;;;;;;;;;;;;train
2024_08_29-A3.15.2.bmp;A3.15;1;;100.1;30;;;8.986046765;57.27839543;;3.520003319;3.10001564;0;1;;3;1;;;;;;;;1;;;;;;train
2024_08_29-A3.16.1.bmp;A3.16;0;571;100.3;30;787;0.000458054;8.726189104;56.0389924;;2.299997807;0.240010262;0;0;;2;1;;;;;;;;;;;;;;test
2024_08_29-A3.16.2.bmp;A3.16;1;;100.3;30;;;8.726189104;56.0389924;;2.299997807;0.240010262;0;0;;2;1;;;;;;;;1;;;;;;test
2024_08_29-A3.17.1.bmp;A3.17;1;;100.1;29.9;;;10.70740515;77.68428376;;11.89997673;1.498924255;2;0;2;3;;;;1;;;;;1;;;;;;test
2024_08_29-A3.17.2.bmp;A3.17;0;570;100.1;29.9;829;0.000485931;10.70740515;77.68428376;;11.89997673;1.498924255;2;0;1;3;;;;1;;;;;;;;;;;test
2024_08_29-A3.18.1.bmp;A3.18;0;564;99.5;29.2;773;0.000471731;9.796480365;64.38112537;;4.020000458;5.24975872;1;1;1;2;1;;;;;;;;;;;;;;train
2024_08_29-A3.18.2.bmp;A3.18;1;;99.5;29.2;;;9.796480365;64.38112537;;4.020000458;5.24975872;1;1;2;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.19.1.bmp;A3.19;1;;100.1;29.8;;;5.589169678;40.67672579;;2.740007401;0;0;0;;3;;;;;;;;;1;;;;1;;test
2024_08_29-A3.19.2.bmp;A3.19;0;565;100.1;29.8;705;0.000418302;5.589169678;40.67672579;;2.740007401;0;0;0;;3;;;;;;;;;1;;;;;;test
2024_08_29-A3.2.1.bmp;A3.2;0;561;100.3;29.8;728;0.000434162;8.052629528;54.35536369;;4.800005913;6.073102951;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.2.2.bmp;A3.2;1;;100.3;29.8;;;8.052629528;54.35536369;;4.800005913;6.073102951;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.20.1.bmp;A3.20;0;567;100.2;30;763;0.000447664;9.690444969;67.23337992;;4.700010777;4.939991951;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.20.2.bmp;A3.20;1;;100.2;30;;;9.690444969;67.23337992;;4.700010777;4.939991951;1;1;;3;;;1;;;;;;1;;;;;;train
2024_08_29-A3.3.1.bmp;A3.3;1;;100.7;30;;;8.667860739;53.08777522;;6.019984245;4.158175468;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.3.2.bmp;A3.3;0;563;100.7;30;736;0.000432732;8.667860739;53.08777522;;6.019984245;4.158175468;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A3.4.1.bmp;A3.4;0;560;100.1;29.9;776;0.000462987;8.673896883;55.14264924;;1.039998055;2.007367134;0;1;;3;;1;;;;;1;;;1;;;;;test
2024_08_29-A3.4.2.bmp;A3.4;1;;100.1;29.9;;;8.673896883;55.14264924;;1.039998055;2.007367134;0;1;;3;;;;1;;;;;;;;;;;test
2024_08_29-A3.5.1.bmp;A3.5;0;565;100.2;29.9;830;0.000490333;8.294214563;57.00953908;;4.060015678;0.100001335;1;0;;3;;;;1;;;;;;;;;;;train
2024_08_29-A3.5.2.bmp;A3.5;1;;100.2;29.9;;;8.294214563;57.00953908;;4.060015678;0.100001335;1;0;;3;;;;;;;1;;;;;;;;train
2024_08_29-A3.6.1.bmp;A3.6;1;;100;29.9;;;8.193639788;55.03849929;;3.259992123;3.339903831;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A3.6.2.bmp;A3.6;0;567;100;29.9;762;0.00044947;8.193639788;55.03849929;;3.259992123;3.339903831;0;1;;3;1;;;;;;;;;;;;;;train
2024_08_29-A3.7.1.bmp;A3.7;0;560;100.3;29.5;748;0.00045143;9.467740624;60.98573646;;1.660012722;5.019886971;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A3.7.2.bmp;A3.7;1;;100.3;29.5;;;9.467740624;60.98573646;;1.660012722;5.019886971;0;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A3.8.1.bmp;A3.8;0;561;100.1;29.6;787;0.000473463;8.284063341;44.97538624;;3.899996281;0;0;0;;3;1;;;1;;;;;;;;;;;train
2024_08_29-A3.8.2.bmp;A3.8;1;;100.1;29.6;;;8.284063341;44.97538624;;3.899996281;0;0;0;;3;1;;;;;;;;;;;;;;train
2024_08_29-A3.9.1.bmp;A3.9;0;565;100.4;30;834;0.000490075;7.211408954;60.05216925;;5.14000988;0;1;0;;3;1;;;;;;;;;1;;;;;train
2024_08_29-A3.9.2.bmp;A3.9;1;;100.4;30;;;7.211408954;60.05216925;;5.14000988;0;1;0;1;3;;;;;;;;;;1;;;;;train
2024_08_29-A4.1.1.bmp;A4.1;1;;100.2;29.7;;;7.499341594;57.36821234;;6.199975967;0;1;0;;3;;;;1;;;;;;;;;;;test
2024_08_29-A4.1.2.bmp;A4.1;0;564;100.2;29.7;896;0.000533832;7.499341594;57.36821234;;6.199975967;0;1;0;;3;;;;;;;;;;;;;1;;test
2024_08_29-A4.10.1.bmp;A4.10;1;;100.4;29.9;;;10.4135548;77.29213057;;11.19999123;4.462068558;2;1;2;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.10.2.bmp;A4.10;0;564;100.4;29.9;765;0.000451832;10.4135548;77.29213057;;11.19999123;4.462068558;2;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.2.1.bmp;A4.2;0;563;100.4;28.5;860;0.00053384;5.173734573;32.74676948;;3.680019379;0;0;0;;3;;;;;;1;;;1;1;;;;;test
2024_08_29-A4.2.2.bmp;A4.2;1;;100.4;28.5;;;5.173734573;32.74676948;;3.680019379;0;0;0;;3;;;;;;;;;1;1;;;;;test
2024_08_29-A4.3.1.bmp;A4.3;0;565;100.2;30.1;826;0.000484727;6.886785434;55.82018162;;5.520008087;0.040000916;1;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.3.2.bmp;A4.3;1;;100.2;30.1;;;6.886785434;55.82018162;;5.520008087;0.040000916;1;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.4.1.bmp;A4.4;0;560;100.2;29.6;800;0.000481662;7.568012407;33.35899724;;0;0.700051785;0;0;;3;;1;;;;;;;;;;;1;;train
2024_08_29-A4.4.2.bmp;A4.4;1;;100.2;29.6;;;7.568012407;33.35899724;;0;0.700051785;0;0;;3;;;;;;;;;;1;;;;;train
2024_08_29-A4.5.1.bmp;A4.5;1;;100.2;29.7;;;9.78148044;63.40936281;;4.359993935;11.87496567;1;1;;3;;;;1;;;;;;;;;;;train
2024_08_29-A4.5.2.bmp;A4.5;0;562;100.2;29.7;857;0.000512413;9.78148044;63.40936281;;4.359993935;11.87496567;1;1;;3;;;;1;;;;;;1;;;;;train
2024_08_29-A4.6.1.bmp;A4.6;0;566;100.4;29.1;790;0.000477732;6.266882431;40.12099881;;2.500189781;0;0;0;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.6.2.bmp;A4.6;1;;100.4;29.1;;;6.266882431;40.12099881;;2.500189781;0;0;0;;3;;;;1;;;;;1;1;;;;;train
2024_08_29-A4.7.1.bmp;A4.7;0;559;100.2;30.1;760;0.000450783;7.888239065;49.81827759;;4.440000057;2.440024376;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.7.2.bmp;A4.7;1;;100.2;30.1;;;7.888239065;49.81827759;;4.440000057;2.440024376;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.8.1.bmp;A4.8;1;;100.5;29.8;;;9.33484887;56.52173056;;4.400000095;8.131092072;1;1;;3;;;;;;;;;1;;;;;;train
2024_08_29-A4.8.2.bmp;A4.8;0;562;100.5;29.8;748;0.000444409;9.33484887;56.52173056;;4.400000095;8.131092072;1;1;;3;;;;;;;;;1;;;;;;train
